"BewohnerID","Bist du zufrieden mit Somerville?","Wie bewertest du: Die Verfügbarkeit von Informationen über die Dienste der Stadt?","Wie bewertest du: Die Lebenshaltungskosten?","Wie bewertest du: Die Qualität der öffentlichen Schulen?","Wie bewertest du: Dein Vertrauen in die lokale Polizei?","Wie bewertest du: Den Zustand von Straßen und Fußgängerwegen","Wie bewertest du: Die Verfügbarkeit von Events in der Stadt","Geschlecht","Alter","Beschreibe deinen Besitzstatus für deine Behausung","Wie sicher fühlst du dich beim Überqueren einer Straße in Somerville?","Wie zufrieden bist du mit dem Zustand deiner Behausung?","Geschlecht_weiblich","Eigenheim_numerisch","Alter_numerisch","Zufriedenheit_string"
10507,"1",5,5,4,5,2,4,"Männlich","55-64","Ich besitze",5,10,0,1,60,"Zufrieden"
10509,"0",2,1,4,2,3,4,"Weiblich","65-74","Ich miete",2,5,1,0,70,"Unzufrieden"
10510,"0",4,1,3,3,2,4,"Männlich","25-34","Ich miete",3,6,0,0,30,"Unzufrieden"
10511,"1",4,3,4,4,4,5,"Weiblich","17 oder jünger","Ich besitze",8,8,1,1,10,"Zufrieden"
10512,"0",5,1,3,2,1,1,"Weiblich","25-34","Ich miete",4,7,1,0,30,"Unzufrieden"
10513,"1",4,2,3,3,3,4,"Weiblich","35-44","Ich besitze",4,8,1,1,40,"Zufrieden"
10514,"1",4,3,3,2,3,5,"Weiblich","35-44","Ich besitze",4,8,1,1,40,"Zufrieden"
10515,"0",5,2,3,3,1,5,"Weiblich","25-34","Ich miete",4,3,1,0,30,"Unzufrieden"
10517,"1",5,2,3,3,4,5,"Weiblich","75+","Ich besitze",8,9,1,1,80,"Zufrieden"
10518,"0",5,1,3,3,3,4,"Weiblich","45-54","Ich miete",3,3,1,0,50,"Unzufrieden"
10519,"1",3,1,5,3,1,3,"Weiblich","55-64","Ich besitze",6,7,1,1,60,"Zufrieden"
10520,"1",3,1,4,3,2,4,"Männlich","45-54","Ich miete",7,9,0,0,50,"Zufrieden"
10521,"1",4,2,4,3,2,4,"Weiblich","35-44","Ich besitze",4,9,1,1,40,"Zufrieden"
10522,"0",3,2,3,2,2,4,"Weiblich","25-34","Ich besitze",2,6,1,1,30,"Unzufrieden"
10523,"1",3,2,3,4,1,3,"Männlich","25-34","Ich miete",3,8,0,0,30,"Zufrieden"
10524,"1",3,4,3,5,5,5,"Weiblich","35-44","Ich besitze",10,10,1,1,40,"Zufrieden"
10525,"1",4,3,3,4,5,5,"Weiblich","25-34","Ich miete",8,10,1,0,30,"Zufrieden"
10526,"1",1,4,4,4,4,4,"Weiblich","25-34","Ich besitze",10,8,1,1,30,"Zufrieden"
10527,"1",3,2,3,4,3,5,"Weiblich","25-34","Ich miete",7,4,1,0,30,"Zufrieden"
10528,"0",1,1,2,5,1,2,"Weiblich","75+","Ich miete",1,9,1,0,80,"Unzufrieden"
10529,"0",4,1,3,3,1,3,"Weiblich","45-54","Ich besitze",6,6,1,1,50,"Unzufrieden"
10530,"1",3,3,3,3,4,4,"Weiblich","25-34","Ich besitze",6,8,1,1,30,"Zufrieden"
10531,"1",3,2,4,4,4,2,"Weiblich","75+","Ich besitze",8,7,1,1,80,"Zufrieden"
10532,"1",4,3,3,4,4,4,"Männlich","25-34","Ich miete",10,8,0,0,30,"Zufrieden"
10533,"0",5,3,5,5,3,5,"Männlich","55-64","Ich besitze",8,9,0,1,60,"Unzufrieden"
10534,"0",3,1,1,1,2,2,"Nonbinary","25-34","Ich miete",1,2,1,0,30,"Unzufrieden"
10535,"0",5,1,3,4,2,5,"Weiblich","65-74","Ich miete",8,4,1,0,70,"Unzufrieden"
10537,"1",4,2,2,4,3,3,"Männlich","45-54","Ich besitze",9,7,0,1,50,"Zufrieden"
10538,"0",4,3,3,4,4,2,"Männlich","25-34","Ich miete",6,7,0,0,30,"Unzufrieden"
10539,"1",5,4,3,4,5,4,"Männlich","25-34","Ich miete",9,10,0,0,30,"Zufrieden"
10540,"0",5,5,5,5,5,5,"Weiblich","75+",,7,10,1,0,80,"Unzufrieden"
10541,"0",5,2,3,3,2,5,"Weiblich","35-44","Ich miete",9,7,1,0,40,"Unzufrieden"
10542,"0",5,1,2,5,4,3,"Weiblich",,"Ich besitze",7,7,1,1,40,"Unzufrieden"
10543,"0",4,1,3,1,3,4,"Weiblich","35-44","Ich miete",6,8,1,0,40,"Unzufrieden"
10544,"0",4,1,2,3,2,4,"Männlich","45-54","Ich besitze",8,4,0,1,50,"Unzufrieden"
10545,"0",4,2,3,4,4,3,"Männlich","45-54","Ich miete",7,8,0,0,50,"Unzufrieden"
10546,"0",4,4,3,4,4,2,"Weiblich","35-44","Ich besitze",8,10,1,1,40,"Unzufrieden"
10547,"1",4,2,4,2,4,4,"Weiblich","25-34","Ich miete",9,8,1,0,30,"Zufrieden"
10548,"0",5,1,3,3,3,3,"Männlich","25-34","Ich miete",6,3,0,0,30,"Unzufrieden"
10550,"0",4,2,5,5,5,3,"Weiblich","65-74","Ich miete",3,9,1,0,70,"Unzufrieden"
10551,"1",4,3,4,4,3,4,"Männlich","45-54","Ich besitze",8,9,0,1,50,"Zufrieden"
10552,"1",5,1,5,3,3,4,"Männlich","65-74","Ich besitze",2,10,0,1,70,"Zufrieden"
10553,"1",5,3,5,4,5,5,"Weiblich","35-44","Ich besitze",6,10,1,1,40,"Zufrieden"
10554,"1",5,1,3,3,2,4,"Weiblich","35-44","Ich besitze",2,8,1,1,40,"Zufrieden"
10555,"1",5,1,3,3,3,4,"Weiblich","55-64","Ich besitze",6,10,1,1,60,"Zufrieden"
10556,"0",3,1,4,5,2,2,"Weiblich","65-74","Ich miete",1,9,1,0,70,"Unzufrieden"
10557,"0",3,1,3,3,4,2,"Männlich","25-34","Ich miete",4,9,0,0,30,"Unzufrieden"
10558,"1",4,3,5,2,2,4,"Weiblich","25-34","Ich miete",4,8,1,0,30,"Zufrieden"
10559,"1",3,3,3,4,2,5,"Männlich","25-34","Ich miete",7,7,0,0,30,"Zufrieden"
10560,"0",4,2,3,4,1,4,"Weiblich","35-44","Ich miete",9,8,1,0,40,"Unzufrieden"
10561,"1",5,1,4,3,4,4,"Weiblich","75+","Ich besitze",8,9,1,1,80,"Zufrieden"
10562,"1",5,5,5,5,5,5,"Weiblich","55-64","Ich miete",10,10,1,0,60,"Zufrieden"
10563,"0",5,1,3,2,2,4,"Weiblich","25-34","Ich miete",7,5,1,0,30,"Unzufrieden"
10564,"0",5,1,3,3,2,5,"Weiblich","75+","Ich besitze",9,10,1,1,80,"Unzufrieden"
10566,"0",3,3,3,3,1,3,"Männlich","35-44","Ich besitze",7,9,0,1,40,"Unzufrieden"
10567,"1",5,1,5,5,2,3,"Männlich","55-64","Ich besitze",8,10,0,1,60,"Zufrieden"
10568,"1",4,2,3,1,3,4,"Weiblich","35-44","Ich besitze",3,7,1,1,40,"Zufrieden"
10569,"1",5,3,3,4,4,4,"Weiblich","45-54","Ich besitze",8,8,1,1,50,"Zufrieden"
10570,"1",4,2,3,3,4,5,"Männlich","55-64","Ich besitze",7,9,0,1,60,"Zufrieden"
10571,"1",5,2,3,3,4,5,"Weiblich","25-34","Ich besitze",2,7,1,1,30,"Zufrieden"
10572,"1",5,3,3,5,5,4,"Männlich","35-44","Ich besitze",10,10,0,1,40,"Zufrieden"
10573,"1",4,3,3,4,4,4,"Männlich","25-34","Ich miete",10,8,0,0,30,"Zufrieden"
10574,"1",3,4,3,3,2,4,"Weiblich","45-54","Ich besitze",5,6,1,1,50,"Zufrieden"
10575,"1",4,3,3,5,2,4,"Männlich","55-64","Ich besitze",2,10,0,1,60,"Zufrieden"
10577,"1",3,4,3,2,3,3,"Männlich","75+","Ich besitze",5,6,0,1,80,"Zufrieden"
10578,"1",4,3,5,4,3,3,"Männlich","35-44","Ich besitze",8,8,0,1,40,"Zufrieden"
10579,"1",4,2,3,3,3,4,"Weiblich","35-44","Ich miete",4,8,1,0,40,"Zufrieden"
10580,"1",4,1,3,3,2,4,"Weiblich","75+","Ich besitze",3,9,1,1,80,"Zufrieden"
10581,"0",4,3,2,5,1,1,"Männlich","55-64","Ich besitze",5,10,0,1,60,"Unzufrieden"
10582,"0",5,3,3,4,3,5,"Weiblich","45-54","Ich besitze",3,9,1,1,50,"Unzufrieden"
10583,"1",2,1,3,1,1,3,"Weiblich","25-34","Ich miete",8,8,1,0,30,"Zufrieden"
10584,"0",4,2,3,3,2,4,"Weiblich","55-64","Ich besitze",6,7,1,1,60,"Unzufrieden"
10585,"0",4,2,4,5,1,4,"Männlich","65-74","Ich besitze",9,9,0,1,70,"Unzufrieden"
10586,"1",5,2,3,3,3,4,"Weiblich","25-34","Ich besitze",8,10,1,1,30,"Zufrieden"
10587,"1",5,1,5,4,4,5,"Weiblich","65-74","Ich miete",9,10,1,0,70,"Zufrieden"
10588,"0",5,3,3,1,3,3,"Weiblich","55-64","Ich besitze",10,9,1,1,60,"Unzufrieden"
10589,"1",5,2,3,5,5,4,"Männlich","75+","Ich besitze",9,9,0,1,80,"Zufrieden"
10590,"0",5,1,4,3,3,4,"Männlich","45-54","Ich besitze",5,9,0,1,50,"Unzufrieden"
10591,"0",3,3,3,3,4,4,"Weiblich","18-24","Ich miete",8,8,1,0,20,"Unzufrieden"
10592,"0",4,2,4,4,3,4,"Weiblich","35-44","Ich miete",8,9,1,0,40,"Unzufrieden"
10593,"0",1,1,3,4,4,5,"Männlich","35-44","Ich besitze",7,7,0,1,40,"Unzufrieden"
10594,"1",5,4,4,4,4,5,"Weiblich","65-74","Ich besitze",9,8,1,1,70,"Zufrieden"
10595,"1",5,2,4,4,3,4,"Weiblich","55-64","Ich besitze",5,9,1,1,60,"Zufrieden"
10596,"0",3,1,3,3,2,3,"Männlich","55-64","Ich miete",6,6,0,0,60,"Unzufrieden"
10597,"0",3,2,3,2,2,3,"Männlich","35-44","Ich miete",3,7,0,0,40,"Unzufrieden"
10598,"0",3,1,4,2,1,3,"Weiblich","35-44","Ich besitze",3,8,1,1,40,"Unzufrieden"
10599,"0",5,5,1,4,3,3,"Weiblich","35-44","Ich besitze",1,5,1,1,40,"Unzufrieden"
10600,"0",5,5,1,4,3,3,"Männlich","35-44","Ich besitze",1,4,0,1,40,"Unzufrieden"
10601,"0",4,2,3,4,3,3,"Männlich","25-34","Ich miete",5,8,0,0,30,"Unzufrieden"
10602,"0",4,2,4,4,3,3,"Männlich","25-34","Ich miete",7,5,0,0,30,"Unzufrieden"
10603,"0",4,2,4,3,4,4,"Weiblich","35-44","Ich miete",8,8,1,0,40,"Unzufrieden"
10604,"1",5,1,3,3,4,5,"Männlich","35-44","Ich besitze",8,8,0,1,40,"Zufrieden"
10605,"0",3,2,5,2,1,3,"Weiblich","35-44","Ich miete",3,1,1,0,40,"Unzufrieden"
10606,"0",3,2,3,3,3,3,"Weiblich","35-44","Ich besitze",7,8,1,1,40,"Unzufrieden"
10607,"0",3,1,3,3,2,5,,,"Ich besitze",5,7,1,1,40,"Unzufrieden"
10608,"0",3,1,3,1,1,3,"Männlich","25-34","Ich miete",2,5,0,0,30,"Unzufrieden"
10609,"1",4,3,4,4,4,4,"Weiblich","25-34","Ich miete",9,8,1,0,30,"Zufrieden"
10611,"1",4,2,3,4,1,2,"Männlich","35-44","Ich miete",9,9,0,0,40,"Zufrieden"
10613,"1",5,3,4,3,2,5,"Weiblich","65-74","Ich besitze",8,10,1,1,70,"Zufrieden"
10614,"0",4,1,3,1,1,5,"Nonbinary","25-34","Ich miete",3,8,1,0,30,"Unzufrieden"
10615,"1",3,1,1,3,3,3,"Weiblich","35-44","Ich besitze",5,6,1,1,40,"Zufrieden"
10616,"1",5,1,3,3,3,5,"Weiblich","35-44","Ich besitze",8,10,1,1,40,"Zufrieden"
10617,"1",3,3,3,3,2,3,"Männlich","35-44","Ich besitze",1,10,0,1,40,"Zufrieden"
10618,"1",4,3,4,5,5,3,"Weiblich","25-34",,8,10,1,0,30,"Zufrieden"
10619,"1",5,2,2,5,4,4,"Weiblich","35-44","Ich besitze",2,9,1,1,40,"Zufrieden"
10620,"1",4,3,3,3,4,4,"Weiblich","35-44","Ich besitze",9,10,1,1,40,"Zufrieden"
10621,"0",3,2,3,3,3,2,"Männlich","65-74","Ich besitze",3,7,0,1,70,"Unzufrieden"
10622,"0",4,1,3,3,3,4,"Männlich","25-34","Ich miete",8,4,0,0,30,"Unzufrieden"
10623,"0",3,2,4,3,1,3,"Männlich","65-74","Ich miete",8,6,0,0,70,"Unzufrieden"
10624,"0",3,1,3,2,3,2,"Männlich","45-54","Ich besitze",8,8,0,1,50,"Unzufrieden"
10625,"1",5,3,4,3,4,5,"Weiblich","25-34","Ich miete",9,7,1,0,30,"Zufrieden"
10626,"1",3,2,3,2,4,4,"Männlich","25-34","Ich miete",8,8,0,0,30,"Zufrieden"
10627,"1",5,4,3,4,5,5,"Weiblich","35-44","Ich besitze",8,10,1,1,40,"Zufrieden"
10628,"0",3,1,4,4,1,2,"Weiblich","55-64","Ich miete",3,3,1,0,60,"Unzufrieden"
10629,"0",4,1,3,1,2,4,"Weiblich","65-74","Ich besitze",9,4,1,1,70,"Unzufrieden"
10630,"0",3,2,3,4,4,3,"Männlich","25-34","Ich miete",7,8,0,0,30,"Unzufrieden"
10631,"1",4,2,4,3,3,3,"Männlich","65-74","Ich besitze",6,4,0,1,70,"Zufrieden"
10632,"0",4,1,3,2,4,3,"Männlich","35-44","Ich besitze",8,8,0,1,40,"Unzufrieden"
10633,"0",4,1,3,2,3,3,"Männlich","25-34","Ich miete",7,7,0,0,30,"Unzufrieden"
10634,"0",5,2,4,3,3,4,"Weiblich","25-34","Ich miete",5,8,1,0,30,"Unzufrieden"
10635,"0",2,1,5,1,4,4,"Nonbinary","35-44","Ich miete",9,1,1,0,40,"Unzufrieden"
10636,"0",3,1,4,1,1,3,"Weiblich","55-64","Ich besitze",1,1,1,1,60,"Unzufrieden"
10637,"1",4,2,3,3,3,4,"Weiblich","25-34","Ich miete",7,6,1,0,30,"Zufrieden"
10638,"1",4,1,3,4,4,5,"Weiblich","25-34","Ich miete",10,8,1,0,30,"Zufrieden"
10639,"1",4,2,3,3,3,4,"Weiblich","45-54","Ich besitze",7,8,1,1,50,"Zufrieden"
10640,"1",3,1,3,3,4,2,"Weiblich","25-34","Ich miete",8,9,1,0,30,"Zufrieden"
10641,"0",4,1,5,5,3,3,"Männlich","65-74","Ich besitze",7,7,0,1,70,"Unzufrieden"
10642,"1",3,1,2,4,4,5,"Weiblich","45-54","Ich besitze",10,9,1,1,50,"Zufrieden"
10643,"0",5,1,2,5,1,5,"Männlich","65-74","Ich besitze",10,10,0,1,70,"Unzufrieden"
10644,"0",4,1,3,1,4,4,"Weiblich","45-54","Ich besitze",7,7,1,1,50,"Unzufrieden"
10645,"0",5,1,3,2,3,4,"Weiblich","35-44","Ich miete",2,9,1,0,40,"Unzufrieden"
10646,"0",3,1,3,2,4,3,"Nonbinary","25-34","Ich miete",7,7,1,0,30,"Unzufrieden"
10647,"1",5,2,4,5,1,5,"Weiblich","25-34","Ich besitze",9,10,1,1,30,"Zufrieden"
10649,"1",4,1,3,2,4,4,"Weiblich","25-34","Ich miete",8,9,1,0,30,"Zufrieden"
10650,"0",3,1,3,5,2,3,"Männlich","65-74","Ich miete",5,10,0,0,70,"Unzufrieden"
10651,"0",4,3,3,4,3,1,"Weiblich","18-24","Ich miete",9,8,1,0,20,"Unzufrieden"
10652,"1",5,3,4,4,3,4,"Weiblich","75+","Ich besitze",9,9,1,1,80,"Zufrieden"
10653,"0",5,1,3,3,1,3,"Männlich","25-34","Ich miete",1,3,0,0,30,"Unzufrieden"
10654,"1",4,2,3,5,2,4,"Männlich","25-34","Ich miete",4,5,0,0,30,"Zufrieden"
10655,"1",4,4,2,4,3,4,"Weiblich","45-54","Ich besitze",9,8,1,1,50,"Zufrieden"
10656,"0",4,1,3,3,1,4,"Weiblich","45-54","Ich besitze",5,7,1,1,50,"Unzufrieden"
10657,"0",3,2,2,5,1,3,"Weiblich","25-34","Ich besitze",7,6,1,1,30,"Unzufrieden"
10658,"0",5,2,3,3,1,3,"Weiblich","65-74","Ich besitze",4,8,1,1,70,"Unzufrieden"
10660,"1",4,2,3,4,4,3,"Männlich","25-34","Ich miete",6,6,0,0,30,"Zufrieden"
10661,"1",4,4,4,5,5,4,"Männlich","75+","Ich besitze",9,8,0,1,80,"Zufrieden"
10662,"1",5,1,3,4,1,3,"Weiblich","65-74","Ich besitze",2,9,1,1,70,"Zufrieden"
10663,"1",4,5,4,3,3,3,"Männlich","35-44","Ich miete",7,8,0,0,40,"Zufrieden"
10664,"1",3,2,3,4,2,4,"Männlich","65-74","Ich miete",8,6,0,0,70,"Zufrieden"
10665,"1",4,2,3,3,2,4,"Weiblich","25-34","Ich miete",9,8,1,0,30,"Zufrieden"
10666,"1",3,3,3,3,5,2,"Männlich","25-34","Ich miete",9,10,0,0,30,"Zufrieden"
10667,"1",1,1,5,1,5,1,"Männlich","55-64","Ich miete",10,1,0,0,60,"Zufrieden"
10668,"1",5,3,3,3,3,3,"Männlich","25-34","Ich miete",3,6,0,0,30,"Zufrieden"
10669,"1",3,2,3,3,4,4,"Weiblich","55-64","Ich miete",8,5,1,0,60,"Zufrieden"
10670,"1",5,5,5,5,3,4,"Männlich","25-34","Ich besitze",10,10,0,1,30,"Zufrieden"
10671,"0",5,1,5,5,1,1,"Männlich","45-54","Ich besitze",10,10,0,1,50,"Unzufrieden"
10672,"1",5,3,4,5,4,4,"Männlich","25-34",,9,10,0,0,30,"Zufrieden"
10673,"0",1,2,1,1,1,5,"Männlich","18-24","Ich miete",10,7,0,0,20,"Unzufrieden"
10674,"0",4,1,3,5,5,3,"Weiblich","75+","Ich besitze",8,10,1,1,80,"Unzufrieden"
10675,"0",4,2,4,4,4,3,"Weiblich","65-74","Ich besitze",9,9,1,1,70,"Unzufrieden"
10676,"0",5,3,4,2,4,5,"Weiblich","25-34","Ich miete",9,7,1,0,30,"Unzufrieden"
10677,"0",1,1,4,1,2,3,"Männlich","25-34","Ich miete",3,1,0,0,30,"Unzufrieden"
10678,"0",1,3,3,5,4,1,"Weiblich","35-44","Ich besitze",2,8,1,1,40,"Unzufrieden"
10679,"1",3,2,3,3,2,4,"Weiblich","55-64","Ich besitze",1,10,1,1,60,"Zufrieden"
10680,"1",4,2,4,3,3,5,"Männlich","25-34","Ich miete",8,10,0,0,30,"Zufrieden"
10681,"1",3,1,4,5,4,2,"Männlich",,"Ich miete",9,7,0,0,40,"Zufrieden"
10682,"0",4,1,3,1,4,4,"Weiblich","17 oder jünger","Ich besitze",7,9,1,1,10,"Unzufrieden"
10683,"1",4,3,3,3,2,3,"Weiblich","35-44","Ich miete",9,9,1,0,40,"Zufrieden"
10684,"1",5,5,5,5,5,5,"Männlich","75+","Ich besitze",10,10,0,1,80,"Zufrieden"
10685,"1",5,5,3,5,2,4,"Weiblich","75+","Ich besitze",9,10,1,1,80,"Zufrieden"
10686,"1",3,2,3,4,3,4,"Weiblich","45-54","Ich besitze",7,8,1,1,50,"Zufrieden"
10687,"1",5,1,3,4,5,5,"Männlich","65-74","Ich besitze",7,8,0,1,70,"Zufrieden"
10688,"1",5,4,3,3,3,3,"Männlich","35-44","Ich miete",8,10,0,0,40,"Zufrieden"
10689,"0",3,3,2,3,3,3,"Weiblich","45-54","Ich besitze",5,8,1,1,50,"Unzufrieden"
10690,"0",5,1,3,5,1,4,"Männlich","35-44","Ich miete",8,10,0,0,40,"Unzufrieden"
10691,"0",4,1,3,2,4,5,"Männlich","55-64","Ich besitze",4,9,0,1,60,"Unzufrieden"
10692,"1",5,2,3,4,4,4,"Männlich","25-34","Ich miete",10,8,0,0,30,"Zufrieden"
10693,"1",5,2,5,3,3,1,"Männlich","35-44","Ich besitze",5,7,0,1,40,"Zufrieden"
10694,"1",4,2,4,4,5,4,"Weiblich","25-34","Ich miete",10,8,1,0,30,"Zufrieden"
10695,"0",2,2,3,3,1,2,"Männlich","55-64","Ich besitze",5,4,0,1,60,"Unzufrieden"
10696,"1",4,2,3,4,4,5,"Weiblich","35-44","Ich miete",7,8,1,0,40,"Zufrieden"
10697,"1",5,2,5,3,3,3,"Männlich","75+","Ich miete",5,9,0,0,80,"Zufrieden"
10698,"1",3,1,4,5,4,3,"Männlich","45-54","Ich besitze",5,8,0,1,50,"Zufrieden"
10699,"0",4,1,3,3,2,1,"Weiblich",,"Ich besitze",2,10,1,1,40,"Unzufrieden"
10700,"1",5,2,5,5,1,5,"Weiblich","75+","Ich besitze",10,10,1,1,80,"Zufrieden"
10701,"0",5,5,5,5,3,1,"Weiblich","45-54","Ich miete",1,10,1,0,50,"Unzufrieden"
10702,"1",4,2,3,4,3,5,"Weiblich","35-44","Ich besitze",7,8,1,1,40,"Zufrieden"
10703,"1",4,2,3,4,4,4,"Männlich","55-64","Ich besitze",8,4,0,1,60,"Zufrieden"
10705,"0",4,2,3,1,1,3,"Männlich","45-54","Ich besitze",5,6,0,1,50,"Unzufrieden"
10706,"1",4,2,4,4,4,4,"Weiblich","75+","Ich besitze",5,7,1,1,80,"Zufrieden"
10707,"0",5,2,3,5,3,4,"Männlich","25-34","Ich miete",6,8,0,0,30,"Unzufrieden"
10708,"1",5,4,5,5,5,5,"Weiblich","45-54","Ich miete",9,10,1,0,50,"Zufrieden"
10709,"0",3,1,3,3,2,2,"Weiblich","25-34","Ich miete",4,8,1,0,30,"Unzufrieden"
10711,"0",3,1,3,3,1,1,"Männlich","35-44","Ich miete",8,3,0,0,40,"Unzufrieden"
10712,"0",3,1,2,3,1,3,"Männlich","55-64","Ich miete",1,1,0,0,60,"Unzufrieden"
10713,"1",3,2,3,3,1,4,"Weiblich","65-74","Ich besitze",4,2,1,1,70,"Zufrieden"
10714,"0",4,3,3,4,4,3,"Männlich","45-54","Ich miete",8,6,0,0,50,"Unzufrieden"
10715,"1",3,2,3,2,1,4,"Weiblich","25-34","Ich miete",5,6,1,0,30,"Zufrieden"
10716,"1",4,2,3,3,4,3,"Weiblich","25-34","Ich miete",10,7,1,0,30,"Zufrieden"
10717,"0",4,3,3,3,3,5,"Weiblich","35-44","Ich besitze",7,7,1,1,40,"Unzufrieden"
10718,"1",4,2,3,3,1,3,"Weiblich","25-34","Ich besitze",3,7,1,1,30,"Zufrieden"
10719,"1",5,3,5,5,5,3,"Männlich","75+","Ich miete",6,10,0,0,80,"Zufrieden"
10720,"1",3,3,3,4,4,3,"Männlich","35-44","Ich miete",10,10,0,0,40,"Zufrieden"
10721,"1",5,3,3,4,4,4,"Weiblich","25-34","Ich miete",9,9,1,0,30,"Zufrieden"
10722,"1",4,1,4,4,4,5,"Weiblich","55-64","Ich besitze",8,9,1,1,60,"Zufrieden"
10723,"1",4,2,4,3,4,4,"Weiblich","65-74","Ich miete",7,7,1,0,70,"Zufrieden"
10724,"0",4,3,3,4,3,3,"Männlich","75+","Ich besitze",2,9,0,1,80,"Unzufrieden"
10725,"1",5,3,3,4,2,3,"Weiblich","25-34","Ich miete",6,9,1,0,30,"Zufrieden"
10726,"0",2,2,2,2,1,2,"Männlich","65-74","Ich besitze",2,9,0,1,70,"Unzufrieden"
10727,"0",5,1,4,5,1,1,"Weiblich","55-64","Ich besitze",7,1,1,1,60,"Unzufrieden"
10728,"1",4,2,4,4,4,5,"Weiblich","75+","Ich besitze",5,9,1,1,80,"Zufrieden"
10729,"1",5,2,3,3,3,4,"Weiblich","25-34","Ich miete",7,9,1,0,30,"Zufrieden"
10730,"0",5,1,5,3,5,4,"Männlich","55-64",,6,8,0,0,60,"Unzufrieden"
10731,"0",5,2,3,4,3,4,"Männlich","35-44","Ich besitze",8,8,0,1,40,"Unzufrieden"
10732,"0",4,1,4,5,5,4,"Männlich","35-44","Ich miete",7,7,0,0,40,"Unzufrieden"
10733,"1",4,4,4,4,4,4,"Weiblich","65-74","Ich besitze",6,9,1,1,70,"Zufrieden"
10734,"1",4,3,2,4,3,3,"Weiblich","45-54","Ich besitze",6,6,1,1,50,"Zufrieden"
10735,"0",3,1,3,5,5,3,"Weiblich","65-74",,10,10,1,0,70,"Unzufrieden"
10736,"1",5,3,3,5,2,2,"Weiblich","55-64","Ich besitze",7,7,1,1,60,"Zufrieden"
10737,"0",3,5,3,2,3,2,"Weiblich","55-64","Ich miete",5,6,1,0,60,"Unzufrieden"
10738,"0",5,3,3,5,2,5,"Weiblich","65-74","Ich besitze",9,2,1,1,70,"Unzufrieden"
10740,"0",4,3,3,3,2,4,"Männlich","55-64","Ich besitze",8,9,0,1,60,"Unzufrieden"
10741,"1",5,1,4,3,4,5,"Männlich","35-44","Ich besitze",7,10,0,1,40,"Zufrieden"
10742,"0",4,2,3,3,3,4,"Weiblich","55-64","Ich miete",8,8,1,0,60,"Unzufrieden"
10743,"1",4,4,4,4,4,4,"Weiblich","75+",,1,9,1,0,80,"Zufrieden"
